reference_raw,reference_normalized,row_count,year_hint,query_title,resolved_doi,resolved_title,resolved_journal,resolved_year,resolved_source,match_score,resolution_status,candidate_json
1985 ELECTRICAL RESISTIVITY AND MAGNETORESISTANCE OF CARBON/GRAPHITE FIBERS INTERCALATED WITH NITRIC ACID AND ARSENIC PENTAFLUORIDE,electrical resistivity and magnetoresistance of carbon graphite fibers intercalated with nitric acid and arsenic pentafluoride,16,1985.0,ELECTRICAL RESISTIVITY AND MAGNETORESISTANCE OF CARBON/GRAPHITE FIBERS INTERCALATED WITH NITRIC ACID AND ARSENIC PENTAFLUORIDE,10.1016/0008-6223(85)90235-0,Electrical resistivity and magnetoresistance of carbon/graphite fibers intercalated with nitric acid and arsenic pentafluoride,Carbon,1985.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 88.92619, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(85)90235-0"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Electrical resistivity and magnetoresistance of carbon/graphite fibers intercalated with nitric acid and arsenic pentafluoride"", ""year"": 1985}, {""api_error"": null, ""api_score"": 339.63156, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(85)90235-0"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Electrical resistivity and magnetoresistance of carbon/graphite fibers intercalated with nitric acid and arsenic pentafluoride"", ""year"": 1985}, {""api_error"": null, ""api_score"": 42.165226, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(84)90355-5"", ""journal"": ""Carbon"", ""match_score"": 0.4284426229508197, ""source"": ""crossref"", ""title"": ""138. Electrical properties of intercalated graphite fibers"", ""year"": 1984}, {""api_error"": null, ""api_score"": 54.36448, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(79)90084-8"", ""journal"": ""Carbon"", ""match_score"": 0.41484536082474227, ""source"": ""crossref"", ""title"": ""In-plane electrical resistivity of nitric acid intercalated graphite"", ""year"": 1979}, {""api_error"": null, ""api_score"": 42.99075, ""api_status"": 200, ""doi"": ""10.1016/0008-6223(82)90472-9"", ""journal"": ""Carbon"", ""match_score"": 0.3218264840182648, ""source"": ""crossref"", ""title"": ""53. Raman spectra, young's modulus and resistivity measurements on intercalated graphite fibers"", ""year"": 1982}]"
2019 Direct spinning and densification method for high-performance carbon nanotube fibers,direct spinning and densification method for high performance carbon nanotube fibers,16,2019.0,Direct spinning and densification method for high-performance carbon nanotube fibers,10.1038/s41467-019-10998-0,Direct spinning and densification method for high-performance carbon nanotube fibers,Nature Communications,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 50.503464, ""api_status"": 200, ""doi"": ""10.1038/s41467-019-10998-0"", ""journal"": ""Nature Communications"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Direct spinning and densification method for high-performance carbon nanotube fibers"", ""year"": 2019}, {""api_error"": null, ""api_score"": 5190.0845, ""api_status"": 200, ""doi"": ""10.1038/s41467-019-10998-0"", ""journal"": ""Nature Communications"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Direct spinning and densification method for high-performance carbon nanotube fibers"", ""year"": 2019}, {""api_error"": null, ""api_score"": 40.604282, ""api_status"": 200, ""doi"": ""10.1016/b978-0-12-812667-7.00001-x"", ""journal"": ""Nanotube Superfiber Materials"", ""match_score"": 0.5747368421052631, ""source"": ""crossref"", ""title"": ""Direct Spinning of Horizontally Aligned Carbon Nanotube Fibers and Films From the Floating Catalyst Method"", ""year"": 2019}, {""api_error"": null, ""api_score"": 472.62997, ""api_status"": 200, ""doi"": ""10.1038/s41467-022-33496-2"", ""journal"": ""Nature Communications"", ""match_score"": 0.49861635220125783, ""source"": ""openalex"", ""title"": ""Continuously processing waste lignin into high-value carbon nanotube fibers"", ""year"": 2022}, {""api_error"": null, ""api_score"": 53.79998, ""api_status"": 200, ""doi"": ""10.1021/jacs.4c01705.s001"", ""journal"": null, ""match_score"": 0.5319148936170213, ""source"": ""crossref"", ""title"": ""Kinetic Modulation of Carbon Nanotube Growth in Direct Spinning for High-Strength Carbon Nanotube Fibers"", ""year"": null}]"
2019 Strength of carbon nanotubes depends on their chemical structures,strength of carbon nanotubes depends on their chemical structures,16,2019.0,Strength of carbon nanotubes depends on their chemical structures,10.1038/s41467-019-10959-7,Strength of carbon nanotubes depends on their chemical structures,Nature Communications,2019.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 36.292336, ""api_status"": 200, ""doi"": ""10.1038/s41467-019-10959-7"", ""journal"": ""Nature Communications"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Strength of carbon nanotubes depends on their chemical structures"", ""year"": 2019}, {""api_error"": null, ""api_score"": 4510.7715, ""api_status"": 200, ""doi"": ""10.1038/s41467-019-10959-7"", ""journal"": ""Nature Communications"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Strength of carbon nanotubes depends on their chemical structures"", ""year"": 2019}, {""api_error"": null, ""api_score"": 26.589687, ""api_status"": 200, ""doi"": ""10.1201/9780203494936-5"", ""journal"": ""Carbon Nanotubes"", ""match_score"": 0.3927272727272727, ""source"": ""crossref"", ""title"": ""Structures and Properties of Carbon Nanotubes"", ""year"": 2004}, {""api_error"": null, ""api_score"": 879.6067, ""api_status"": 200, ""doi"": ""10.1186/1556-276x-9-393"", ""journal"": ""Nanoscale Research Letters"", ""match_score"": 0.3628571428571428, ""source"": ""openalex"", ""title"": ""Carbon nanotubes: properties, synthesis, purification, and medical applications"", ""year"": 2014}, {""api_error"": null, ""api_score"": 1103.5398, ""api_status"": 200, ""doi"": ""10.1016/s1359-8368(02)00012-4"", ""journal"": ""Composites Part B Engineering"", ""match_score"": 0.35055555555555556, ""source"": ""openalex"", ""title"": ""The revolutionary creation of new advanced materials—carbon nanotube composites"", ""year"": 2002}]"
2018_Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,effect of boron doping on the electrical conductivity of metallicity separated single walled carbon nanotubes,15,2018.0,Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,10.1039/c8nr02323a,Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes,Nanoscale,2018.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 69.59835, ""api_status"": 200, ""doi"": ""10.1039/c8nr02323a"", ""journal"": ""Nanoscale"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes"", ""year"": 2018}, {""api_error"": null, ""api_score"": 3086.9148, ""api_status"": 200, ""doi"": ""10.1039/c8nr02323a"", ""journal"": ""Nanoscale"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Effect of boron doping on the electrical conductivity of metallicity-separated single walled carbon nanotubes"", ""year"": 2018}, {""api_error"": null, ""api_score"": 48.08091, ""api_status"": 200, ""doi"": ""10.1186/1556-276x-7-548"", ""journal"": ""Nanoscale Research Letters"", ""match_score"": 0.5208333333333334, ""source"": ""crossref"", ""title"": ""Effect of doping on single-walled carbon nanotubes network of different metallicity"", ""year"": 2012}, {""api_error"": null, ""api_score"": 52.0459, ""api_status"": 200, ""doi"": ""10.1021/la070206e.s002"", ""journal"": null, ""match_score"": 0.5619834710743802, ""source"": ""crossref"", ""title"": ""Electrical Transport Characteristics of Surface-Conductance-Controlled, Dielectrophoretically Separated Single-Walled Carbon Nanotubes"", ""year"": null}, {""api_error"": null, ""api_score"": 51.929832, ""api_status"": 200, ""doi"": ""10.1021/la070206e.s001"", ""journal"": null, ""match_score"": 0.5619834710743802, ""source"": ""crossref"", ""title"": ""Electrical Transport Characteristics of Surface-Conductance-Controlled, Dielectrophoretically Separated Single-Walled Carbon Nanotubes"", ""year"": null}]"
1981_Intercalation compounds of graphite,intercalation compounds of graphite,13,1981.0,Intercalation compounds of graphite,10.1080/00018738100101367,Intercalation compounds of graphite,Advances In Physics,1981.0,openalex,1.0,accepted,"[{""api_error"": null, ""api_score"": 9915.041, ""api_status"": 200, ""doi"": ""10.1080/00018730110113644"", ""journal"": ""Advances In Physics"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Intercalation compounds of graphite"", ""year"": 2002}, {""api_error"": null, ""api_score"": 9868.375, ""api_status"": 200, ""doi"": ""10.1080/00018738100101367"", ""journal"": ""Advances In Physics"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Intercalation compounds of graphite"", ""year"": 1981}, {""api_error"": null, ""api_score"": 3126.2104, ""api_status"": 200, ""doi"": ""10.1146/annurev.ms.06.080176.001145"", ""journal"": ""Annual Review of Materials Science"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Intercalation Compounds of Graphite"", ""year"": 1976}, {""api_error"": null, ""api_score"": 34.743683, ""api_status"": 200, ""doi"": ""10.1093/oso/9780195128277.001.0001"", ""journal"": null, ""match_score"": 0.6904761904761905, ""source"": ""crossref"", ""title"": ""Graphite Intercalation Compounds and Applications"", ""year"": 2003}, {""api_error"": null, ""api_score"": 35.07128, ""api_status"": 200, ""doi"": ""10.1093/oso/9780195128277.003.0004"", ""journal"": ""Graphite Intercalation Compounds and Applications"", ""match_score"": 0.5, ""source"": ""crossref"", ""title"": ""Synthesis and Intercalation Chemistry"", ""year"": 2003}]"
2012 Fabrication and processing of high-strength densely packed carbon nanotube yarns without solution processes,fabrication and processing of high strength densely packed carbon nanotube yarns without solution processes,13,2012.0,Fabrication and processing of high-strength densely packed carbon nanotube yarns without solution processes,10.1039/c2nr30226h,Fabrication and processing of high-strength densely packed carbon nanotube yarns without solution processes,Nanoscale,2012.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 77.178345, ""api_status"": 200, ""doi"": ""10.1039/c2nr30226h"", ""journal"": ""Nanoscale"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Fabrication and processing of high-strength densely packed carbon nanotube yarns without solution processes"", ""year"": 2012}, {""api_error"": null, ""api_score"": 2899.365, ""api_status"": 200, ""doi"": ""10.1039/c2nr30226h"", ""journal"": ""Nanoscale"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Fabrication and processing of high-strength densely packed carbon nanotube yarns without solution processes"", ""year"": 2012}, {""api_error"": null, ""api_score"": 421.06836, ""api_status"": 200, ""doi"": ""10.3390/ma3010127"", ""journal"": ""Materials"", ""match_score"": 0.4263959390862944, ""source"": ""openalex"", ""title"": ""Recent Developments in Carbon Nanotube Membranes for Water Purification and Gas Separation"", ""year"": 2010}, {""api_error"": null, ""api_score"": 456.86868, ""api_status"": 200, ""doi"": ""10.1038/ncomms3220"", ""journal"": ""Nature Communications"", ""match_score"": 0.3868518518518519, ""source"": ""openalex"", ""title"": ""Carbon nanotube membranes with ultrahigh specific adsorption capacity for water desalination and purification"", ""year"": 2013}, {""api_error"": null, ""api_score"": 36.93447, ""api_status"": 200, ""doi"": ""10.1021/acsami.4c00935.s001"", ""journal"": null, ""match_score"": 0.43349753694581283, ""source"": ""crossref"", ""title"": ""High-Performance Polyaniline-Coated Carbon Nanotube Yarns for Wearable Thermoelectric Generators"", ""year"": null}]"
2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,13,2014.0,Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,10.1016/j.carbon.2013.10.001,Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,Carbon,2014.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 66.746, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2013.10.001"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films"", ""year"": 2014}, {""api_error"": null, ""api_score"": 3703.9841, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2013.10.001"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films"", ""year"": 2013}, {""api_error"": null, ""api_score"": 40.110207, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2020.04.069"", ""journal"": ""Carbon"", ""match_score"": 0.5504347826086957, ""source"": ""crossref"", ""title"": ""Controlling anisotropic electrical conductivity in porous graphene-nanotube thin films"", ""year"": 2020}, {""api_error"": null, ""api_score"": 593.6384, ""api_status"": 200, ""doi"": ""10.1038/ncomms4317"", ""journal"": ""Nature Communications"", ""match_score"": 0.4925, ""source"": ""openalex"", ""title"": ""Capacitance of carbon-based electrical double-layer capacitors"", ""year"": 2014}, {""api_error"": null, ""api_score"": 40.79638, ""api_status"": 200, ""doi"": ""10.1021/acsami.3c06671.s001"", ""journal"": null, ""match_score"": 0.542713567839196, ""source"": ""crossref"", ""title"": ""Enhancing the Electrical Conductivity and Strength of PET by Single-Wall Carbon Nanotube Film Coating"", ""year"": null}]"
1888_On the heating effects of electric currents,on the heating effects of electric currents,12,1888.0,On the heating effects of electric currents,10.1038/scientificamerican08181888-10524asupp,On the Heating Effects of Electric Currents,Scientific American,1888.0,crossref,0.9451,accepted,"[{""api_error"": null, ""api_score"": 26.56388, ""api_status"": 200, ""doi"": ""10.1098/rspl.1883.0133"", ""journal"": ""Proceedings of the Royal Society of London"", ""match_score"": 0.9361702127659575, ""source"": ""crossref"", ""title"": ""II. On the heating effects of electric currents"", ""year"": 1883}, {""api_error"": null, ""api_score"": 1158.4648, ""api_status"": 200, ""doi"": ""10.1098/rspl.1883.0133"", ""journal"": ""Proceedings of the Royal Society of London"", ""match_score"": 0.9361702127659575, ""source"": ""openalex"", ""title"": ""II. On the heating effects of electric currents"", ""year"": 1883}, {""api_error"": null, ""api_score"": 30.45033, ""api_status"": 200, ""doi"": ""10.1038/scientificamerican08181888-10524asupp"", ""journal"": ""Scientific American"", ""match_score"": 0.945054945054945, ""source"": ""crossref"", ""title"": ""On the Heating Effects of Electric Currents"", ""year"": 1888}, {""api_error"": null, ""api_score"": 648.10406, ""api_status"": 200, ""doi"": ""10.1038/scientificamerican08181888-10524asupp"", ""journal"": ""Scientific American"", ""match_score"": 0.945054945054945, ""source"": ""openalex"", ""title"": ""On the Heating Effects of Electric Currents"", ""year"": 1888}, {""api_error"": null, ""api_score"": 25.86317, ""api_status"": 200, ""doi"": ""10.1098/rspl.1887.0133"", ""journal"": ""Proceedings of the Royal Society of London"", ""match_score"": 0.8888888888888888, ""source"": ""crossref"", ""title"": ""I. On the heating effects of electric currents. No. II"", ""year"": 1888}]"
2007_Current-induced breakdown of carbon nanofibers,current induced breakdown of carbon nanofibers,12,2007.0,Current-induced breakdown of carbon nanofibers,10.1063/1.2743086,Current-induced breakdown of carbon nanofibers,Journal of Applied Physics,2007.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 31.236963, ""api_status"": 200, ""doi"": ""10.1063/1.2743086"", ""journal"": ""Journal of Applied Physics"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Current-induced breakdown of carbon nanofibers"", ""year"": 2007}, {""api_error"": null, ""api_score"": 1799.9155, ""api_status"": 200, ""doi"": ""10.1063/1.2743086"", ""journal"": ""Journal of Applied Physics"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Current-induced breakdown of carbon nanofibers"", ""year"": 2007}, {""api_error"": null, ""api_score"": 29.062761, ""api_status"": 200, ""doi"": ""10.1109/nano.2007.4601204"", ""journal"": ""2007 7th IEEE Conference on Nanotechnology (IEEE NANO)"", ""match_score"": 0.7540983606557377, ""source"": ""crossref"", ""title"": ""Current-induced breakdown of carbon nanofibers for interconnect applications"", ""year"": 2007}, {""api_error"": null, ""api_score"": 602.5432, ""api_status"": 200, ""doi"": ""10.1109/nano.2007.4601204"", ""journal"": null, ""match_score"": 0.7540983606557377, ""source"": ""openalex"", ""title"": ""Current-induced breakdown of carbon nanofibers for interconnect applications"", ""year"": 2007}, {""api_error"": null, ""api_score"": 1804.4817, ""api_status"": 200, ""doi"": ""10.1063/1.2918839"", ""journal"": ""Applied Physics Letters"", ""match_score"": 0.6984126984126984, ""source"": ""openalex"", ""title"": ""Length dependence of current-induced breakdown in carbon nanofiber interconnects"", ""year"": 2008}]"
2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,thermal and electrical conductivity of array spun multi walled carbon nanotube yarns,12,2012.0,Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,10.1016/j.carbon.2011.08.041,Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns,Carbon,2012.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 66.1498, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2011.08.041"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns"", ""year"": 2012}, {""api_error"": null, ""api_score"": 5426.103, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2011.08.041"", ""journal"": ""Carbon"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns"", ""year"": 2011}, {""api_error"": null, ""api_score"": 45.25473, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2011.05.008"", ""journal"": ""Carbon"", ""match_score"": 0.7941240875912409, ""source"": ""crossref"", ""title"": ""Electrical conductivity of pure carbon nanotube yarns"", ""year"": 2011}, {""api_error"": null, ""api_score"": 49.130882, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2012.05.043"", ""journal"": ""Carbon"", ""match_score"": 0.6809852216748769, ""source"": ""crossref"", ""title"": ""Fabrication and mechanical properties of carbon nanotube yarns spun from ultra-long multi-walled carbon nanotube arrays"", ""year"": 2012}, {""api_error"": null, ""api_score"": 47.97238, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2021.08.047"", ""journal"": ""Carbon"", ""match_score"": 0.5790909090909091, ""source"": ""crossref"", ""title"": ""In-plane thermal conductivity of multi-walled carbon nanotube yarns under mechanical loading"", ""year"": 2021}]"
2013 Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,influence of lengths of millimeter scale single walled carbon nanotube on electrical and mechanical properties of buckypaper,12,2013.0,Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,10.1186/1556-276x-8-546,Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,Nanoscale Research Letters,2013.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 73.76744, ""api_status"": 200, ""doi"": ""10.1186/1556-276x-8-546"", ""journal"": ""Nanoscale Research Letters"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper"", ""year"": 2013}, {""api_error"": null, ""api_score"": 3860.8848, ""api_status"": 200, ""doi"": ""10.1186/1556-276x-8-546"", ""journal"": ""Nanoscale Research Letters"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper"", ""year"": 2013}, {""api_error"": null, ""api_score"": 51.6229, ""api_status"": 200, ""doi"": ""10.1021/acsanm.2c00280.s002"", ""journal"": null, ""match_score"": 0.425531914893617, ""source"": ""crossref"", ""title"": ""Multivariate MetalOrganic Framework/Single-Walled Carbon Nanotube Buckypaper for Selective Lead Decontamination"", ""year"": null}, {""api_error"": null, ""api_score"": 51.42904, ""api_status"": 200, ""doi"": ""10.1021/acsanm.2c00280.s001"", ""journal"": null, ""match_score"": 0.425531914893617, ""source"": ""crossref"", ""title"": ""Multivariate MetalOrganic Framework/Single-Walled Carbon Nanotube Buckypaper for Selective Lead Decontamination"", ""year"": null}, {""api_error"": null, ""api_score"": 51.393303, ""api_status"": 200, ""doi"": ""10.1021/acsanm.2c00280.s003"", ""journal"": null, ""match_score"": 0.425531914893617, ""source"": ""crossref"", ""title"": ""Multivariate MetalOrganic Framework/Single-Walled Carbon Nanotube Buckypaper for Selective Lead Decontamination"", ""year"": null}]"
2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,multi property enhancement of aligned carbon nanotube thin films from floating catalyst method,12,2016.0,Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,10.1016/j.matdes.2016.07.045,Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,Materials &amp; Design,2016.0,crossref,1.0,accepted,"[{""api_error"": null, ""api_score"": 67.86855, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2016.07.045"", ""journal"": ""Materials &amp; Design"", ""match_score"": 1.0, ""source"": ""crossref"", ""title"": ""Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method"", ""year"": 2016}, {""api_error"": null, ""api_score"": 2924.4685, ""api_status"": 200, ""doi"": ""10.1016/j.matdes.2016.07.045"", ""journal"": ""Materials & Design"", ""match_score"": 1.0, ""source"": ""openalex"", ""title"": ""Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method"", ""year"": 2016}, {""api_error"": null, ""api_score"": 50.260128, ""api_status"": 200, ""doi"": ""10.1016/b978-0-12-812667-7.00001-x"", ""journal"": ""Nanotube Superfiber Materials"", ""match_score"": 0.71, ""source"": ""crossref"", ""title"": ""Direct Spinning of Horizontally Aligned Carbon Nanotube Fibers and Films From the Floating Catalyst Method"", ""year"": 2019}, {""api_error"": null, ""api_score"": 61.553947, ""api_status"": 200, ""doi"": ""10.1021/acsami.5b09912.s001"", ""journal"": null, ""match_score"": 0.7523809523809524, ""source"": ""crossref"", ""title"": ""Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method"", ""year"": null}, {""api_error"": null, ""api_score"": 42.92973, ""api_status"": 200, ""doi"": ""10.1016/j.carbon.2010.06.020"", ""journal"": ""Carbon"", ""match_score"": 0.6237623762376238, ""source"": ""crossref"", ""title"": ""Growth of super long vertically aligned carbon nanotube arrays from cyclohexane via floating catalyst method"", ""year"": 2010}]"
